year,last_name, first_name,Full_name,pitcher_id,team_name,team_name_abbrev,avg_speed,pitch_type,player_pitch_id,pitch_type_name,pitcher_break_z,pitcher_break_x,Spin Rate,Spin Effiency ,Class
2021,García, Yimi,Yimi García,554340,Astros,HOU,83.7,CUKC,554340CUKC,Curveball,42,10.3,2718,75.7,0
2021,Gray, Jon,Jon Gray,592351,Rockies,COL,76,CUKC,592351CUKC,Curveball,56.3,10.9,2573,80,0
2021,Ramirez, Noé,Noé Ramirez,598287,D-backs,ARI,76.9,CUKC,598287CUKC,Curveball,46.2,12.4,2570,65.3,0
2021,Zimmermann, Bruce,Bruce Zimmermann,669145,Orioles,BAL,82,CUKC,669145CUKC,Curveball,46.6,1.2,2610,79.2,0
2021,Petit, Yusmeiro,Yusmeiro Petit,433589,Athletics,OAK,74.6,CUKC,433589CUKC,Curveball,48.9,10.4,2013,50.7,0
2021,Bradley, Archie,Archie Bradley,605151,Phillies,PHI,78.3,CUKC,605151CUKC,Curveball,56,6,2128,78,0
2021,Milner, Hoby,Hoby Milner,571948,Brewers,MIL,79.3,CUKC,571948CUKC,Curveball,45.3,15.5,1865,65,0
2021,Oviedo, Johan,Johan Oviedo,670912,Cardinals,STL,76.7,CUKC,670912CUKC,Curveball,53.1,10.8,2424,13.4,0
2021,Oviedo, Luis,Luis Oviedo,665854,Pirates,PIT,75.1,CUKC,665854CUKC,Curveball,65.2,9.8,2298,96,0
2021,Richards, Trevor,Trevor Richards,670950,Blue Jays,TOR,84.1,CUKC,670950CUKC,Curveball,37.8,3.6,2042,19,0
2021,Murphy, Patrick,Patrick Murphy,641907,Nationals,WSH,82.9,CUKC,641907CUKC,Curveball,51.9,9.2,2193,65.6,0
2021,Williams, Trevor,Trevor Williams,592866,Mets,NYM,77.7,CUKC,592866CUKC,Curveball,48.7,9.7,2235,58,0
2021,Gilbert, Logan,Logan Gilbert,669302,Mariners,SEA,74.5,CUKC,669302CUKC,Curveball,57.7,5.1,2127,72,0
2021,Goudeau, Ashton,Ashton Goudeau,623485,Rockies,COL,76.3,CUKC,623485CUKC,Curveball,59.7,9.6,2307,72.5,0
2021,Kaprielian, James,James Kaprielian,621076,Athletics,OAK,78,CUKC,621076CUKC,Curveball,50.8,7,2436,59,0
2021,Javier, Cristian,Cristian Javier,664299,Astros,HOU,76.1,CUKC,664299CUKC,Curveball,57.5,14.3,2921,76.9,0
2021,Marshall, Evan,Evan Marshall,605359,White Sox,CWS,82.5,CUKC,605359CUKC,Curveball,50.7,9,2712,61,0
2021,Rodriguez, Chris,Chris Rodriguez,669735,Angels,LAA,84.6,CUKC,669735CUKC,Curveball,49.5,8.1,2445,76,0
2021,Abreu, Bryan,Bryan Abreu,650556,Astros,HOU,86.5,CUKC,650556CUKC,Curveball,46.9,7.5,2787,83.6,0
2021,Canning, Griffin,Griffin Canning,656288,Angels,LAA,81.9,CUKC,656288CUKC,Curveball,46.8,7.6,2325,57.3,0
2021,Woodford, Jake,Jake Woodford,663765,Cardinals,STL,76.4,CUKC,663765CUKC,Curveball,64.5,9.8,2481,85.9,0
2021,Manning, Matt,Matt Manning,666159,Tigers,DET,78.5,CUKC,666159CUKC,Curveball,55.1,7.8,2265,79,0
2021,Wilson, Bryse,Bryse Wilson,669060,Pirates,PIT,77,CUKC,669060CUKC,Curveball,49.6,16.7,2331,72,0
2021,Senzatela, Antonio,Antonio Senzatela,622608,Rockies,COL,77.7,CUKC,622608CUKC,Curveball,51.3,6.6,2156,31.7,0
2021,Smith, Riley,Riley Smith,642092,D-backs,ARI,79.3,CUKC,642092CUKC,Curveball,54.2,7.3,2366,73,0
2021,Garza Jr., Ralph,Ralph Garza Jr.,621248,Twins,MIN,76.6,CUKC,621248CUKC,Curveball,41.3,17.2,2396,63,0
2021,Crichton, Stefan,Stefan Crichton,592233,D-backs,ARI,77.7,CUKC,592233CUKC,Curveball,52.5,12.5,2547,77,0
2021,Mears, Nick,Nick Mears,683232,Pirates,PIT,79.2,CUKC,683232CUKC,Curveball,54.5,3.8,2297,79.9,0
2021,Buchter, Ryan,Ryan Buchter,488748,D-backs,ARI,76.2,CUKC,488748CUKC,Curveball,47.5,16.3,1971,44.4,0
2021,Strasburg, Stephen,Stephen Strasburg,544931,Nationals,WSH,79.4,CUKC,544931CUKC,Curveball,51.9,15.4,2718,75,0
2021,Duffy, Danny,Danny Duffy,518633,Royals,KC,77.3,CUKC,518633CUKC,Curveball,62.1,7.4,2483,81.5,0
2021,Gant, John,John Gant,607231,Twins,MIN,74.7,CUKC,607231CUKC,Curveball,63.6,6.4,2474,80,0
2021,Trivino, Lou,Lou Trivino,642152,Athletics,OAK,78.2,CUKC,642152CUKC,Curveball,53.3,13.2,2410,74.5,0
2021,Brice, Austin,Austin Brice,592169,Red Sox,BOS,81.8,CUKC,592169CUKC,Curveball,42.4,7.5,2695,97.5,0
2021,Pomeranz, Drew,Drew Pomeranz,519141,Padres,SD,84.2,CUKC,519141CUKC,Curveball,52,4.4,2237,76,0
2021,Smith, Burch,Burch Smith,572143,Athletics,OAK,78.7,CUKC,572143CUKC,Curveball,58.3,10.2,2424,86,0
2021,Garrett, Braxton,Braxton Garrett,666129,Marlins,MIA,76.7,CUKC,666129CUKC,Curveball,57.8,8.1,2167,78,0
2021,Jackson, Luke,Luke Jackson,592426,Braves,ATL,83.9,CUKC,592426CUKC,Curveball,51.6,5.2,2446,72,0
2021,Jax, Griffin,Griffin Jax,643377,Twins,MIN,79.9,CUKC,643377CUKC,Curveball,56.1,5.9,2723,74.9,0
2021,Coulombe, Danny,Danny Coulombe,543056,Twins,MIN,78.3,CUKC,543056CUKC,Curveball,62.1,7.3,2464,69.5,0
2021,Reyes, Alex,Alex Reyes,621052,Cardinals,STL,79.3,CUKC,621052CUKC,Curveball,64,8.7,2807,97,0
2021,Faria, Jake,Jake Faria,607188,D-backs,ARI,75.8,CUKC,607188CUKC,Curveball,64.8,6,2292,56.3,0
2021,Holland, Greg,Greg Holland,518813,Royals,KC,77.6,CUKC,518813CUKC,Curveball,53.7,4.7,2306,75.5,0
2021,Burnes, Corbin,Corbin Burnes,669203,Brewers,MIL,95.2,FC,669203FC,Cutter,18.7,4.1,2063,52.7,0
2021,Miley, Wade,Wade Miley,489119,Reds,CIN,85.3,FC,489119FC,Cutter,30.5,4,2416,46.1,0
2021,Shaw, Bryan,Bryan Shaw,543766,Indians,CLE,92.9,FC,543766FC,Cutter,25,4.6,2399,44,0
2021,Yarbrough, Ryan,Ryan Yarbrough,642232,Rays,TB,81.9,FC,642232FC,Cutter,34.4,2.2,2115,40.6,0
2021,Darvish, Yu,Yu Darvish,506433,Padres,SD,86.6,FC,506433FC,Cutter,34.4,4.9,2773,30.7,0
2021,Kikuchi, Yusei,Yusei Kikuchi,579328,Mariners,SEA,91.3,FC,579328FC,Cutter,23.3,0.1,2300,56.3,0
2021,Flexen, Chris,Chris Flexen,623167,Mariners,SEA,89,FC,623167FC,Cutter,27,4.9,2295,54.1,0
2021,Bumgarner, Madison,Madison Bumgarner,518516,D-backs,ARI,85.9,FC,518516FC,Cutter,28.8,2.8,2421,45.9,0
2021,Luetge, Lucas,Lucas Luetge,476595,Yankees,NYY,88.4,FC,476595FC,Cutter,27.3,4.8,2304,43.8,0
2021,Lynn, Lance,Lance Lynn,458681,White Sox,CWS,88.6,FC,458681FC,Cutter,30,2.8,2661,32.8,0
2021,Clase, Emmanuel,Emmanuel Clase,661403,Indians,CLE,100.1,FC,661403FC,Cutter,16.7,2.9,2481,58.2,0
2021,Keuchel, Dallas,Dallas Keuchel,572971,White Sox,CWS,85.1,FC,572971FC,Cutter,29.6,1.8,2110,39,0
2021,Wainwright, Adam,Adam Wainwright,425794,Cardinals,STL,85,FC,425794FC,Cutter,30.9,6.3,2408,46.8,0
2021,Suero, Wander,Wander Suero,593833,Nationals,WSH,92,FC,593833FC,Cutter,18.5,1.6,2557,60,0
2021,Lester, Jon,Jon Lester,452657,Cardinals,STL,86.5,FC,452657FC,Cutter,25.8,1.8,2303,55.1,0
2021,Garcia, Luis,Luis Garcia,677651,Astros,HOU,86.2,FC,677651FC,Cutter,31.4,5.6,2380,38.4,0
2021,Fedde, Erick,Erick Fedde,607200,Nationals,WSH,89.4,FC,607200FC,Cutter,27.2,3,2051,45.3,0
2021,Musgrove, Joe,Joe Musgrove,605397,Padres,SD,90.5,FC,605397FC,Cutter,24.9,1.7,2428,40,0
2021,Alexander, Tyler,Tyler Alexander,641302,Tigers,DET,86.5,FC,641302FC,Cutter,27.8,3.6,2327,46,0
2021,Buehler, Walker,Walker Buehler,621111,Dodgers,LAD,91.7,FC,621111FC,Cutter,23.6,6,2035,46,0
2021,Fleming, Josh,Josh Fleming,676596,Rays,TB,86.3,FC,676596FC,Cutter,29.9,0.5,1853,47,0
2021,Rodriguez, Eduardo,Eduardo Rodriguez,593958,Red Sox,BOS,88.4,FC,593958FC,Cutter,25.9,1.7,2174,49,0
2021,Bassitt, Chris,Chris Bassitt,605135,Athletics,OAK,88.9,FC,605135FC,Cutter,25,0.6,2220,50,0
2021,Civale, Aaron,Aaron Civale,650644,Indians,CLE,87.9,FC,650644FC,Cutter,28.6,5.5,2489,49,0
2021,Stroman, Marcus,Marcus Stroman,573186,Mets,NYM,90,FC,573186FC,Cutter,28.7,2,2591,29,0
2021,Bauer, Trevor,Trevor Bauer,545333,Dodgers,LAD,85.3,FC,545333FC,Cutter,36.8,5.1,2405,26.5,0
2021,Tomlin, Josh,Josh Tomlin,458708,Braves,ATL,85.9,FC,458708FC,Cutter,26.1,3.4,2171,52.8,0
2021,Thompson, Zach,Zach Thompson,605507,Marlins,MIA,87.1,FC,605507FC,Cutter,30.5,3.8,2542,29,0
2021,Mayers, Mike,Mike Mayers,594577,Angels,LAA,91.2,FC,594577FC,Cutter,21,1.2,2324,64,0
2021,Minter, A.J.,A.J. Minter,621345,Braves,ATL,89,FC,621345FC,Cutter,30.2,5.1,2469,29,0
2021,Montgomery, Jordan,Jordan Montgomery,656756,Yankees,NYY,87.3,FC,656756FC,Cutter,27.1,0.4,2361,46,0
2021,Kelly, Merrill,Merrill Kelly,518876,D-backs,ARI,90.9,FC,518876FC,Cutter,20.1,1.6,2324,68,0
2021,Kluber, Corey,Corey Kluber,446372,Yankees,NYY,87.6,FC,446372FC,Cutter,28,3.8,2455,36,0
2021,Treinen, Blake,Blake Treinen,595014,Dodgers,LAD,93.3,FC,595014FC,Cutter,23,0.3,2223,40,0
2021,Helsley, Ryan,Ryan Helsley,664854,Cardinals,STL,88.2,FC,664854FC,Cutter,29.7,3.3,2074,35,0
2021,Martínez, Carlos,Carlos Martínez,593372,Cardinals,STL,90.6,FC,593372FC,Cutter,23.9,1.4,2171,52,0
2021,Gilbert, Tyler,Tyler Gilbert,656457,D-backs,ARI,86.3,FC,656457FC,Cutter,26,1.9,2241,52,0
2021,Stammen, Craig,Craig Stammen,489334,Padres,SD,89.1,FC,489334FC,Cutter,24.4,0.2,2292,63,0
2021,Ohtani, Shohei,Shohei Ohtani,660271,Angels,LAA,86.9,FC,660271FC,Cutter,32.2,3.6,2261,36,0
2021,Morton, Charlie,Charlie Morton,450203,Braves,ATL,87.5,FC,450203FC,Cutter,31.8,2.5,2421,23,0
2021,Petit, Yusmeiro,Yusmeiro Petit,433589,Athletics,OAK,84.5,FC,433589FC,Cutter,21.1,1.2,2133,81,0
2021,Scherzer, Max,Max Scherzer,453286,Dodgers,LAD,90.2,FC,453286FC,Cutter,24.6,0.9,2294,49,0
2021,López, Pablo,Pablo López,641154,Marlins,MIA,91.6,FC,641154FC,Cutter,23.5,2.1,2199,57,0
2021,Price, David,David Price,456034,Dodgers,LAD,88.9,FC,456034FC,Cutter,26.1,0.5,1998,57.8,0
2021,Thornton, Trent,Trent Thornton,663423,Blue Jays,TOR,89.9,FC,663423FC,Cutter,24.1,2.7,2383,48,0
2021,Davies, Zach,Zach Davies,605200,Cubs,CHC,86.5,FC,605200FC,Cutter,23.6,4.8,2092,78,0
2021,González, Chi Chi,Chi Chi González,592346,Rockies,COL,87.8,FC,592346FC,Cutter,30.6,2.5,2531,31,0
2021,Gallen, Zac,Zac Gallen,668678,D-backs,ARI,90.4,FC,668678FC,Cutter,22.6,3,2237,61,0
2021,Newcomb, Sean,Sean Newcomb,656794,Braves,ATL,87.4,FC,656794FC,Cutter,35.5,4.2,2399,23,0
2021,Dunning, Dane,Dane Dunning,641540,Rangers,TEX,85.4,FC,641540FC,Cutter,31.3,2.2,2216,33,0
2021,Cahill, Trevor,Trevor Cahill,502239,Pirates,PIT,85.2,FC,502239FC,Cutter,31.6,0.4,2222,28,0
2021,Anderson, Brett,Brett Anderson,474463,Brewers,MIL,85.7,FC,474463FC,Cutter,27.4,0.7,2035,56,0
2021,Smith, Riley,Riley Smith,642092,D-backs,ARI,84.2,FC,642092FC,Cutter,32.1,0.1,2171,33,0
2021,Alzolay, Adbert,Adbert Alzolay,640470,Cubs,CHC,90,FC,640470FC,Cutter,26.9,3.7,1994,50,0
2021,Bruihl, Justin,Justin Bruihl,677865,Dodgers,LAD,88.1,FC,677865FC,Cutter,28.2,3.3,2160,36,0
2021,Enns, Dietrich,Dietrich Enns,608650,Rays,TB,86.2,FC,608650FC,Cutter,33.6,3.8,2000,24,0
2021,Chavez, Jesse,Jesse Chavez,445926,Braves,ATL,89.1,FC,445926FC,Cutter,22.2,0.8,2250,89,0
2021,Fulmer, Carson,Carson Fulmer,608334,Reds,CIN,86.6,FC,608334FC,Cutter,34.9,4.7,2633,86.2,0
2021,Anderson, Tyler,Tyler Anderson,542881,Mariners,SEA,85,FC,542881FC,Cutter,27.8,2.2,2493,78.2,0
2021,Jansen, Kenley,Kenley Jansen,445276,Dodgers,LAD,92.5,FC,445276FC,Cutter,14.4,7.3,2688,71,0
2021,Scrubb, Andre,Andre Scrubb,668687,Astros,HOU,93.9,FC,668687FC,Cutter,15.7,4,2360,69,0
2021,Smyly, Drew,Drew Smyly,592767,Braves,ATL,87.5,FC,592767FC,Cutter,24.4,3.5,1958,66.7,0
2021,LeBlanc, Wade,Wade Leblanc,453281,Cardinals,STL,85,FC,453281FC,Cutter,27.2,0.1,2026,64,0
2021,Harris, Will,Will Harris,501789,Nationals,WSH,90.1,FC,501789FC,Cutter,19.9,3.5,2360,64,0
2021,Odorizzi, Jake,Jake Odorizzi,543606,Astros,HOU,87.2,FC,543606FC,Cutter,24.4,2.6,2063,64,0
2021,Trivino, Lou,Lou Trivino,642152,Athletics,OAK,93,FC,642152FC,Cutter,22.1,3,2242,62,0
2021,Melancon, Mark,Mark Melancon,453343,Padres,SD,92,FC,453343FC,Cutter,22,1,2254,61,0
2021,Plutko, Adam,Adam Plutko,592644,Orioles,BAL,87.7,FC,592644FC,Cutter,25.4,2.9,2383,57,0
2021,Wilson, Justin,Justin Wilson,458677,Reds,CIN,89.5,FC,458677FC,Cutter,22.2,3.5,2346,55,0
2021,Bleier, Richard,Richard Bleier,542947,Marlins,MIA,87.2,FC,542947FC,Cutter,30.6,1.1,1961,55,0
2021,Blackburn, Paul,Paul Blackburn,621112,Athletics,OAK,87.1,FC,621112FC,Cutter,30.6,5.4,2416,54,0
2021,Watkins, Spenser,Spenser Watkins,657093,Orioles,BAL,86.5,FC,657093FC,Cutter,29,5.7,2365,53,0
2021,Evans, Demarcus,Demarcus Evans,663770,Rangers,TEX,85.9,FC,663770FC,Cutter,26,6.5,2454,53,0
2021,Martin, Chris,Chris Martin,455119,Braves,ATL,90.8,FC,455119FC,Cutter,27.8,2.7,2073,53,0
2021,Gonzales, Marco,Marco Gonzales,594835,Mariners,SEA,85.4,FC,594835FC,Cutter,24.1,2.6,2111,52.6,0
2021,Wacha, Michael,Michael Wacha,608379,Rays,TB,89,FC,608379FC,Cutter,24.7,2.3,2066,52.2,0
2021,Gibson, Kyle,Kyle Gibson,502043,Phillies,PHI,89.4,FC,502043FC,Cutter,26.2,1.9,2366,52,0
2021,Ramírez, Erasmo,Erasmo Ramírez,541640,Tigers,DET,88.9,FC,541640FC,Cutter,23.3,2.5,2335,52,0
2021,Lauer, Eric,Eric Lauer,641778,Brewers,MIL,90.2,FC,641778FC,Cutter,21.1,4,2421,50.3,0
2021,Moore, Matt,Matt Moore,519043,Phillies,PHI,89.5,FC,519043FC,Cutter,20,2,2223,50.1,0
2021,Misiewicz, Anthony,Anthony Misiewicz,664948,Mariners,SEA,88.7,FC,664948FC,Cutter,27,0.5,2445,50,0
2021,Ryu, Hyun Jin,Hyun Jin Ryu,547943,Blue Jays,TOR,86.2,FC,547943FC,Cutter,28.3,0.3,2210,50,0
2021,Lakins Sr., Travis,Travis Lakins Sr.,664042,Orioles,BAL,91.3,FC,664042FC,Cutter,23.5,3.8,2416,49,0
2021,Voth, Austin,Austin Voth,608723,Nationals,WSH,90.1,FC,608723FC,Cutter,26.5,3.3,2426,49,0
2021,Anderson, Chase,Chase Anderson,502624,Phillies,PHI,86.6,FC,502624FC,Cutter,28.2,3.9,2294,48,0
2021,Armstrong, Shawn,Shawn Armstrong,542888,Rays,TB,89.2,FC,542888FC,Cutter,29.8,7.4,2661,46,0
2021,Barnes, Jacob,Jacob Barnes,606930,Blue Jays,TOR,88.7,FC,606930FC,Cutter,27.7,5.4,2298,46,0
2021,Garza, Justin,Justin Garza,621057,Indians,CLE,89.7,FC,621057FC,Cutter,26.9,3.3,2338,45,0
2021,Pérez, Martín,Martín Pérez,527048,Red Sox,BOS,89.5,FC,527048FC,Cutter,22.8,0.6,2227,44.3,0
2021,Mazza, Chris,Chris Mazza,607391,Rays,TB,87.2,FC,607391FC,Cutter,27.9,1.7,2272,44,0
2021,Junis, Jakob,Jakob Junis,596001,Royals,KC,88.8,FC,596001FC,Cutter,26.1,1,2303,44,0
2021,Winkler, Dan,Dan Winkler,595465,Cubs,CHC,91.2,FC,595465FC,Cutter,20.3,0.6,2552,43,0
2021,Smith, Drew,Drew Smith,622098,Mets,NYM,87.9,FC,622098FC,Cutter,30.9,6.7,2660,43,0
2021,Colomé, Alex,Alex Colomé,517008,Twins,MIN,89.3,FC,517008FC,Cutter,27,2.7,2148,42,0
2021,Greene, Shane,Shane Greene,572888,Dodgers,LAD,87.4,FC,572888FC,Cutter,27,5.1,2458,42,0
2021,Brogdon, Connor,Connor Brogdon,641401,Phillies,PHI,88.6,FC,641401FC,Cutter,22,0.8,2244,41.5,0
2021,Raley, Brooks,Brooks Raley,548384,Astros,HOU,87.7,FC,548384FC,Cutter,28.2,4.1,2540,41,0
2021,Young, Alex,Alex Young,622065,Indians,CLE,86,FC,622065FC,Cutter,27.5,0.7,2410,40,0
2021,Eovaldi, Nathan,Nathan Eovaldi,543135,Red Sox,BOS,92.6,FC,543135FC,Cutter,20.2,0.5,2276,39.1,0
2021,Wantz, Andrew,Andrew Wantz,681806,Angels,LAA,88.3,FC,681806FC,Cutter,29.3,5.4,2514,39,0
2021,Davis, Wade,Wade Davis,451584,Royals,KC,88.6,FC,451584FC,Cutter,28.1,5,2685,38,0
2021,Thompson, Keegan,Keegan Thompson,624522,Cubs,CHC,89.9,FC,624522FC,Cutter,27.8,4.9,2485,38,0
2021,Gant, John,John Gant,607231,Twins,MIN,86.2,FC,607231FC,Cutter,30.2,1.8,2637,37.2,0
2021,McHugh, Collin,Collin Mchugh,543521,Rays,TB,87.5,FC,543521FC,Cutter,28.1,2.9,2499,36,0
2021,Pagán, Emilio,Emilio Pagán,641941,Padres,SD,86.4,FC,641941FC,Cutter,33.3,2.8,2334,34,0
2021,Leone, Dominic,Dominic Leone,608678,Giants,SF,90.2,FC,608678FC,Cutter,27.6,3.7,2475,34,0
2021,Chatwood, Tyler,Tyler Chatwood,543022,Giants,SF,88.9,FC,543022FC,Cutter,33.7,4.8,2713,31,0
2021,Burr, Ryan,Ryan Burr,621114,White Sox,CWS,86.7,FC,621114FC,Cutter,37.2,4.7,2291,31,0
2021,Osich, Josh,Josh Osich,592612,Reds,CIN,87.2,FC,592612FC,Cutter,29.9,2,2231,30,0
2021,Rucker, Michael,Michael Rucker,621074,Cubs,CHC,89.5,FC,621074FC,Cutter,29.3,3.5,2418,30,0
2021,de Geus, Brett,Brett De Geus,676969,D-backs,ARI,88.3,FC,676969FC,Cutter,29.2,0.6,2098,28,0
2021,Sadler, Casey,Casey Sadler,594987,Mariners,SEA,88.1,FC,594987FC,Cutter,29.6,3.7,2539,27,0
2021,Benjamin, Wes,Wes Benjamin,605138,Rangers,TEX,85.5,FC,605138FC,Cutter,31.7,3.1,2295,27,0
2021,Allard, Kolby,Kolby Allard,663465,Rangers,TEX,86.3,FC,663465FC,Cutter,30.7,2.5,2363,25.2,0
2021,Detwiler, Ross,Ross Detwiler,446321,Marlins,MIA,85.5,FC,446321FC,Cutter,32.5,0.1,2064,24,0
2021,Kremer, Dean,Dean Kremer,665152,Orioles,BAL,87.2,FC,665152FC,Cutter,27.1,4,2325,22.4,0
2021,Alvarado, José,José Alvarado,621237,Phillies,PHI,94.1,FC,621237FC,Cutter,25.6,1.2,2262,21,0
2021,Loup, Aaron,Aaron Loup,571901,Mets,NYM,84.7,FC,571901FC,Cutter,36.9,1.1,2425,15,0
2021,Gibson, Kyle,Kyle Gibson,502043,Phillies,PHI,92.3,SIFT,502043SIFT,Sinker,24.3,15,2137,83,1
2021,Manaea, Sean,Sean Manaea,640455,Athletics,OAK,92.1,SIFT,640455SIFT,Sinker,20,13.6,1993,97,1
2021,Familia, Jeurys,Jeurys Familia,544727,Mets,NYM,96.4,SIFT,544727SIFT,Sinker,26,16.2,2218,82,1
2021,Woodruff, Brandon,Brandon Woodruff,605540,Brewers,MIL,96.3,SIFT,605540SIFT,Sinker,16.8,14,2289,89,1
2021,Dunning, Dane,Dane Dunning,641540,Rangers,TEX,90.3,SIFT,641540SIFT,Sinker,27,14.6,2029,79,1
2021,Davies, Zach,Zach Davies,605200,Cubs,CHC,87.9,SIFT,605200SIFT,Sinker,22.7,14.5,2018,99,1
2021,Matz, Steven,Steven Matz,571927,Blue Jays,TOR,94.5,SIFT,571927SIFT,Sinker,18.4,15.1,2184,99,1
2021,Stroman, Marcus,Marcus Stroman,573186,Mets,NYM,92,SIFT,573186SIFT,Sinker,27.9,9.9,2284,59,1
2021,Keuchel, Dallas,Dallas Keuchel,572971,White Sox,CWS,87.7,SIFT,572971SIFT,Sinker,30.3,14.7,1981,81,1
2021,Bassitt, Chris,Chris Bassitt,605135,Athletics,OAK,92.8,SIFT,605135SIFT,Sinker,21.7,16.5,2115,88,1
2021,Corbin, Patrick,Patrick Corbin,571578,Nationals,WSH,92.5,SIFT,571578SIFT,Sinker,19.3,14.1,2094,86,1
2021,Anderson, Brett,Brett Anderson,474463,Brewers,MIL,89.1,SIFT,474463SIFT,Sinker,25,14.5,1700,93,1
2021,Gray, Sonny,Sonny Gray,543243,Reds,CIN,92.5,SIFT,543243SIFT,Sinker,22.5,13.1,2310,70,1
2021,Stammen, Craig,Craig Stammen,489334,Padres,SD,92.3,SIFT,489334SIFT,Sinker,19.7,13.4,2199,93,1
2021,Suárez, Ranger,Ranger Suárez,624133,Phillies,PHI,93,SIFT,624133SIFT,Sinker,23.7,15.5,1844,85,1
2021,Mayza, Tim,Tim Mayza,641835,Blue Jays,TOR,94.1,SIFT,641835SIFT,Sinker,22.2,16.9,2056,93,1
2021,Montgomery, Jordan,Jordan Montgomery,656756,Yankees,NYY,92.4,SIFT,656756SIFT,Sinker,19.8,15.5,2171,89,1
2021,Pop, Zach,Zach Pop,647315,Marlins,MIA,95.3,SIFT,647315SIFT,Sinker,23.4,15.8,2150,81.2,1
2021,Castro, Miguel,Miguel Castro,612434,Mets,NYM,98.1,SIFT,612434SIFT,Sinker,21.5,17.9,2274,98,1
2021,Cishek, Steve,Steve Cishek,518553,Angels,LAA,90.1,SIFT,518553SIFT,Sinker,28.6,17.4,2311,82,1
2021,Bender, Anthony,Anthony Bender,669622,Marlins,MIA,96.8,SIFT,669622SIFT,Sinker,26.8,15.5,2249,75,1
2021,de Geus, Brett,Brett De Geus,676969,D-backs,ARI,93.9,SIFT,676969SIFT,Sinker,24.7,16.1,2064,85,1
2021,Dobnak, Randy,Randy Dobnak,677976,Twins,MIN,91.6,SIFT,677976SIFT,Sinker,32.9,16.2,1942,88,1
2021,King, Michael,Michael King,650633,Yankees,NYY,93.7,SIFT,650633SIFT,Sinker,23,17.6,2286,85.5,1
2021,Lynn, Lance,Lance Lynn,458681,White Sox,CWS,92.4,SIFT,458681SIFT,Sinker,25.6,12.7,2230,74.3,1
2021,Kittredge, Andrew,Andrew Kittredge,552640,Rays,TB,95.4,SIFT,552640SIFT,Sinker,20.1,15.9,2384,79.1,1
2021,Dolis, Rafael,Rafael Dolis,503569,Blue Jays,TOR,94.8,SIFT,503569SIFT,Sinker,16.2,14.4,2277,91.2,1
2021,Bleier, Richard,Richard Bleier,542947,Marlins,MIA,89.8,SIFT,542947SIFT,Sinker,30.6,15.2,1983,82,1
2021,Santana, Edgar,Edgar Santana,650828,Braves,ATL,94.3,SIFT,650828SIFT,Sinker,24.6,15.2,2200,81,1
2021,Loup, Aaron,Aaron Loup,571901,Mets,NYM,92.4,SIFT,571901SIFT,Sinker,28.5,19.5,2211,93.4,1
2021,Mejia, J.C.,J.C. Mejia,650496,Indians,CLE,92.6,SIFT,650496SIFT,Sinker,29.9,14.7,2093,71,1
2021,Peralta, Wily,Wily Peralta,503449,Tigers,DET,93.9,SIFT,503449SIFT,Sinker,17.3,11.4,1791,97,1
2021,Toussaint, Touki,Touki Toussaint,657053,Braves,ATL,92.6,SIFT,657053SIFT,Sinker,24.9,14,2183,73,1
2021,Holland, Derek,Derek Holland,502706,Tigers,DET,93.2,SIFT,502706SIFT,Sinker,17.4,15.6,2372,99,1
2021,Santana, Dennis,Dennis Santana,642701,Rangers,TEX,95.3,SIFT,642701SIFT,Sinker,20.6,17.7,2437,91,1
2021,Lester, Jon,Jon Lester,452657,Cardinals,STL,87.6,SIFT,452657SIFT,Sinker,29.1,12.3,2045,73,1
2021,Garcia, Bryan,Bryan Garcia,650530,Tigers,DET,94.1,SIFT,650530SIFT,Sinker,16.4,11.6,2119,97,1
2021,Hill, Tim,Tim Hill,657612,Padres,SD,91.1,SIFT,657612SIFT,Sinker,34.7,18.4,2118,96,1
2021,Rodriguez, Chris,Chris Rodriguez,669735,Angels,LAA,95.8,SIFT,669735SIFT,Sinker,21.5,17.7,2089,93,1
2021,Springs, Jeffrey,Jeffrey Springs,605488,Rays,TB,93.4,SIFT,605488SIFT,Sinker,13.5,10.9,2284,99,1
2021,Ottavino, Adam,Adam Ottavino,493603,Red Sox,BOS,94.4,SIFT,493603SIFT,Sinker,23.8,15.1,2286,76,1
2021,Cimber, Adam,Adam Cimber,643256,Blue Jays,TOR,87,SIFT,643256SIFT,Sinker,45.4,12.2,2148,73,1
2021,Fulmer, Michael,Michael Fulmer,605242,Tigers,DET,95.7,SIFT,605242SIFT,Sinker,16.8,13.5,2202,84,1
2021,Chacín, Jhoulys,Jhoulys Chacín,468504,Rockies,COL,92.8,SIFT,468504SIFT,Sinker,21.9,12.9,2211,80,1
2021,González, Victor,Victor González,624647,Dodgers,LAD,94.3,SIFT,624647SIFT,Sinker,22.8,17.5,2231,99,1
2021,Woodford, Jake,Jake Woodford,663765,Cardinals,STL,91.5,SIFT,663765SIFT,Sinker,22.6,12.7,2019,85,1
2021,Yarbrough, Ryan,Ryan Yarbrough,642232,Rays,TB,86.4,SIFT,642232SIFT,Sinker,25.3,14.1,1849,97,1
2021,Rogers, Taylor,Taylor Rogers,573124,Twins,MIN,95.7,SIFT,573124SIFT,Sinker,22.7,17.4,2055,94,1
