year,last_name, first_name,Full_name,pitcher_id,team_name,team_name_abbrev,avg_speed,pitch_type,player_pitch_id,pitch_type_name,pitcher_break_z,rise,pitcher_break_x,Tail,Spin Rate,Spin Effiency ,Class
2021,Sampson, Adrian,Adrian Sampson,592716,Cubs,CHC,92.1,SIFT,592716SIFT,Sinker,20.5,-8,13.2,-10,1933,87.8,0
2021,Lucchesi, Joey,Joey Lucchesi,664192,Mets,NYM,91,SIFT,664192SIFT,Sinker,19,-15,14,-3,2210,87.6,0
2021,Kelly, Merrill,Merrill Kelly,518876,D-backs,ARI,91.7,SIFT,518876SIFT,Sinker,24,3,15.3,4,2245,87.5,0
2021,Álvarez, José,José Álvarez,501625,Giants,SF,91.1,SIFT,501625SIFT,Sinker,23.2,0,16.8,15,2125,87.5,0
2021,Coonrod, Sam,Sam Coonrod,656322,Phillies,PHI,97.8,SIFT,656322SIFT,Sinker,17.9,1,16,9,2124,87.5,0
2021,Sanchez, Aaron,Aaron Sanchez,592717,Giants,SF,89.8,SIFT,592717SIFT,Sinker,24.3,3,16.2,15,2030,87.5,0
2021,Smith, Riley,Riley Smith,642092,D-backs,ARI,92.9,SIFT,642092SIFT,Sinker,22,0,14.1,-4,2248,87.4,0
2021,Hendricks, Kyle,Kyle Hendricks,543294,Cubs,CHC,87.2,SIFT,543294SIFT,Sinker,26.5,1,13.7,-3,1827,87.3,0
2021,Payamps, Joel,Joel Payamps,606303,Royals,KC,94.3,SIFT,606303SIFT,Sinker,19.9,-6,16.1,8,2262,87,0
2021,Taillon, Jameson,Jameson Taillon,592791,Yankees,NYY,94.2,SIFT,592791SIFT,Sinker,16.2,-18,13.2,-8,2301,87,0
2021,Keller, Brad,Brad Keller,641745,Royals,KC,93.7,SIFT,641745SIFT,Sinker,21.5,3,10.8,-26,2179,86.8,0
2021,Cueto, Johnny,Johnny Cueto,456501,Giants,SF,91.6,SIFT,456501SIFT,Sinker,23,-5,16.8,13,2162,86.5,0
2021,Rodriguez, Eduardo,Eduardo Rodriguez,593958,Red Sox,BOS,92.6,SIFT,593958SIFT,Sinker,21.8,-2,15,1,2125,86.5,0
2021,Lugo, Seth,Seth Lugo,607625,Mets,NYM,93.4,SIFT,607625SIFT,Sinker,19.7,-12,16,7,2272,86.5,0
2021,Shoemaker, Matt,Matt Shoemaker,533167,Twins,MIN,91.7,SIFT,533167SIFT,Sinker,21.8,-1,15.6,7,2119,86.4,0
2021,Tapia, Domingo,Domingo Tapia,593619,Royals,KC,97.3,SIFT,593619SIFT,Sinker,19.8,-6,16.8,6,2107,85.7,0
2021,Brubaker, JT,Jt Brubaker,664141,Pirates,PIT,93.4,SIFT,664141SIFT,Sinker,20.5,-4,15.7,6,2266,85.3,0
2021,Arrieta, Jake,Jake Arrieta,453562,Padres,SD,91.3,SIFT,453562SIFT,Sinker,23.9,5,15.8,7,2084,85.1,0
2021,Greinke, Zack,Zack Greinke,425844,Astros,HOU,89.5,SIFT,425844SIFT,Sinker,23,-4,13,-9,2156,84,0
2021,Watson, Tony,Tony Watson,453265,Giants,SF,92.2,SIFT,453265SIFT,Sinker,24.8,0,18.3,21,2299,83.9,0
2021,Mize, Casey,Casey Mize,663554,Tigers,DET,93.2,SIFT,663554SIFT,Sinker,22.3,4,16.4,12,2062,83.7,0
2021,Singer, Brady,Brady Singer,663903,Royals,KC,93.7,SIFT,663903SIFT,Sinker,17.7,-17,13.3,-10,2273,83.6,0
2021,Ross, Joe,Joe Ross,605452,Nationals,WSH,93.5,SIFT,605452SIFT,Sinker,20.9,0,14.2,-3,2087,83.6,0
2021,Berríos, José,José Berríos,621244,Blue Jays,TOR,93.8,SIFT,621244SIFT,Sinker,19.9,-7,16.1,8,2135,83.3,0
2021,King, John,John King,667463,Rangers,TEX,92.2,SIFT,667463SIFT,Sinker,30.5,30,15.7,5,1958,83.3,0
2021,Alzolay, Adbert,Adbert Alzolay,640470,Cubs,CHC,93.7,SIFT,640470SIFT,Sinker,19,-7,15,3,2205,83.3,0
2021,Lyles, Jordan,Jordan Lyles,543475,Rangers,TEX,91.6,SIFT,543475SIFT,Sinker,20.2,-7,13.3,-7,2201,83.3,0
2021,Bummer, Aaron,Aaron Bummer,607481,White Sox,CWS,95.5,SIFT,607481SIFT,Sinker,29,36,15.3,0,1994,83,0
2021,Price, David,David Price,456034,Dodgers,LAD,92.9,SIFT,456034SIFT,Sinker,21.6,-3,14.6,-2,1979,83,0
2021,Crismatt, Nabil,Nabil Crismatt,622503,Padres,SD,89.6,SIFT,622503SIFT,Sinker,24.6,1,14.7,3,2115,83,0
2021,Morton, Charlie,Charlie Morton,450203,Braves,ATL,94.6,SIFT,450203SIFT,Sinker,24.7,17,17.4,16,2117,82.9,0
2021,Underwood Jr., Duane,Duane Underwood Jr.,621249,Pirates,PIT,93.3,SIFT,621249SIFT,Sinker,20.6,0,14.3,-1,2035,82.6,0
2021,Gsellman, Robert,Robert Gsellman,607229,Mets,NYM,94,SIFT,607229SIFT,Sinker,24.2,15,17.7,20,2008,82.2,0
2021,Wainwright, Adam,Adam Wainwright,425794,Cardinals,STL,89.1,SIFT,425794SIFT,Sinker,22.1,-5,12.7,-8,2232,82,0
2021,Nance, Tommy,Tommy Nance,667297,Cubs,CHC,95.5,SIFT,667297SIFT,Sinker,22.2,15,15.1,4,2302,82,0
2021,Sadler, Casey,Casey Sadler,594987,Mariners,SEA,93.1,SIFT,594987SIFT,Sinker,22.7,4,16.5,11,2227,82,0
2021,Gustave, Jandel,Jandel Gustave,594311,Brewers,MIL,96.8,SIFT,594311SIFT,Sinker,20.9,2,15.6,1,2257,82,0
2021,Lynch, Daniel,Daniel Lynch,663738,Royals,KC,93.3,SIFT,663738SIFT,Sinker,18.4,-11,13.8,-5,2068,81.7,0
2021,Castillo, Luis,Luis Castillo,622491,Reds,CIN,97.3,SIFT,622491SIFT,Sinker,24.5,8,17.6,8,2141,81.6,0
2021,Cahill, Trevor,Trevor Cahill,502239,Pirates,PIT,89.7,SIFT,502239SIFT,Sinker,25.9,10,17.2,20,2177,81.6,0
2021,Martin, Brett,Brett Martin,656685,Rangers,TEX,93.1,SIFT,656685SIFT,Sinker,20.7,1,15.3,6,2160,80.9,0
2021,Manning, Matt,Matt Manning,666159,Tigers,DET,93.8,SIFT,666159SIFT,Sinker,16.1,-19,10.1,-29,1924,80.9,0
2021,Funkhouser, Kyle,Kyle Funkhouser,608335,Tigers,DET,95.5,SIFT,608335SIFT,Sinker,20.4,3,14.3,-4,2032,80.8,0
2021,Kaprielian, James,James Kaprielian,621076,Athletics,OAK,92.4,SIFT,621076SIFT,Sinker,22.3,-1,17,14,1983,80.8,0
2021,Montas, Frankie,Frankie Montas,593423,Athletics,OAK,96.2,SIFT,593423SIFT,Sinker,15.4,-22,14.9,0,2309,80.2,0
2021,Happ, J.A.,J.A. Happ,457918,Cardinals,STL,89,SIFT,457918SIFT,Sinker,26.2,8,13.7,-3,2086,80.2,0
2021,Raley, Brooks,Brooks Raley,548384,Astros,HOU,90.8,SIFT,548384SIFT,Sinker,26.4,8,16.3,10,2307,80,0
2021,Mikolas, Miles,Miles Mikolas,571945,Cardinals,STL,92.5,SIFT,571945SIFT,Sinker,20.9,1,13.3,-7,2220,80,0
2021,Alexander, Tyler,Tyler Alexander,641302,Tigers,DET,90.6,SIFT,641302SIFT,Sinker,19.8,-16,14.3,-2,2133,79.8,0
2021,Claudio, Alex,Alex Claudio,592222,Angels,LAA,85.4,SIFT,592222SIFT,Sinker,41.3,7,16.8,-1,1828,79.2,0
2021,Alcantara, Sandy,Sandy Alcantara,645261,Marlins,MIA,97.6,SIFT,645261SIFT,Sinker,21.5,9,17.2,13,2327,79,0
2021,Manoah, Alek,Alek Manoah,666201,Blue Jays,TOR,92.8,SIFT,666201SIFT,Sinker,22.4,5,14.1,-3,2173,79,0
2021,Castellanos, Humberto,Humberto Castellanos,528748,D-backs,ARI,90.2,SIFT,528748SIFT,Sinker,30.2,17,16.4,8,1988,79,0
2021,Trivino, Lou,Lou Trivino,642152,Athletics,OAK,96.1,SIFT,642152SIFT,Sinker,19.9,5,16.7,14,2015,78.6,0
2021,Floro, Dylan,Dylan Floro,571670,Marlins,MIA,93.6,SIFT,571670SIFT,Sinker,21.6,5,16.7,14,2165,78.6,0
2021,Bard, Daniel,Daniel Bard,453268,Rockies,COL,97.2,SIFT,453268SIFT,Sinker,24.5,16,15,-6,2569,78,0
2021,Hearn, Taylor,Taylor Hearn,621368,Rangers,TEX,93.7,SIFT,621368SIFT,Sinker,20.5,0,14.7,1,2153,77.2,0
2021,Quintana, José,José Quintana,500779,Giants,SF,91.6,SIFT,500779SIFT,Sinker,17.2,-23,12.4,-15,2077,76.7,0
2021,Holmes, Clay,Clay Holmes,605280,Yankees,NYY,95.9,SIFT,605280SIFT,Sinker,23.9,25,15,4,2212,76,0
2021,Bielak, Brandon,Brandon Bielak,656232,Astros,HOU,93.1,SIFT,656232SIFT,Sinker,20.7,-6,13.3,-9,2315,76,0
2021,Fedde, Erick,Erick Fedde,607200,Nationals,WSH,93.8,SIFT,607200SIFT,Sinker,20.9,3,10.4,-28,1886,75.9,0
2021,Reyes, Alex,Alex Reyes,621052,Cardinals,STL,96.6,SIFT,621052SIFT,Sinker,14.3,-26,11.9,-20,2273,75.9,0
2021,Cisnero, José,José Cisnero,542585,Tigers,DET,96.4,SIFT,542585SIFT,Sinker,19.4,-9,16.6,6,2258,75.8,0
2021,Ureña, José,José Ureña,570632,Tigers,DET,93.7,SIFT,570632SIFT,Sinker,24.1,15,15.8,7,2141,75.7,0
2021,McGowin, Kyle,Kyle Mcgowin,641851,Nationals,WSH,90.9,SIFT,641851SIFT,Sinker,22.5,2,16.3,14,2346,75.1,0
2021,McCullers Jr., Lance,Lance Mccullers Jr.,621121,Astros,HOU,93.9,SIFT,621121SIFT,Sinker,24.9,9,13.6,-10,2114,75,0
2021,Murphy, Patrick,Patrick Murphy,641907,Nationals,WSH,96.5,SIFT,641907SIFT,Sinker,16.7,-9,12.8,-11,2100,74.5,0
2021,Graterol, Brusdar,Brusdar Graterol,660813,Dodgers,LAD,99.9,SIFT,660813SIFT,Sinker,20,2,14.4,-6,2067,72.8,0
2021,Soto, Gregory,Gregory Soto,642397,Tigers,DET,98.2,SIFT,642397SIFT,Sinker,17.2,-3,15.9,5,2397,72.5,0
2021,Eflin, Zach,Zach Eflin,621107,Phillies,PHI,92.4,SIFT,621107SIFT,Sinker,24.5,12,16.9,15,2033,72,0
2021,Steele, Justin,Justin Steele,657006,Cubs,CHC,93.3,SIFT,657006SIFT,Sinker,19.8,-6,12.1,-18,2464,72,0
2021,Bundy, Dylan,Dylan Bundy,605164,Angels,LAA,90.7,SIFT,605164SIFT,Sinker,16.9,-27,12.3,-15,2322,68.7,0
2021,Valdez, Framber,Framber Valdez,664285,Astros,HOU,92.3,SIFT,664285SIFT,Sinker,27.3,21,13,-13,2169,68,0
2021,Sheffield, Justus,Justus Sheffield,656954,Mariners,SEA,92.3,SIFT,656954SIFT,Sinker,24.1,1,14.9,0,2040,67.9,0
2021,Hentges, Sam,Sam Hentges,656529,Indians,CLE,93,SIFT,656529SIFT,Sinker,22.6,11,11.9,-17,2104,66.5,0
2021,Graveman, Kendall,Kendall Graveman,608665,Astros,HOU,96.6,SIFT,608665SIFT,Sinker,18.8,-3,16.4,9,2202,65.3,0
2021,Musgrove, Joe,Joe Musgrove,605397,Padres,SD,93.1,SIFT,605397SIFT,Sinker,24.8,18,10.6,-27,2470,64,0
2021,Wheeler, Zack,Zack Wheeler,554430,Phillies,PHI,96.7,SIFT,554430SIFT,Sinker,17.9,-2,15.7,5,2201,58.7,0
2021,Corbin, Patrick,Patrick Corbin,571578,Nationals,WSH,80.6,SL,571578SL,Slider,41.6,-1,3.6,-45,2213,44.5,0
2021,Mahle, Tyler,Tyler Mahle,641816,Reds,CIN,86.7,SL,641816SL,Slider,29.1,-14,2.8,-44,2371,35.8,0
2021,Gray, Jon,Jon Gray,592351,Rockies,COL,86.7,SL,592351SL,Slider,32.6,-4,2.5,-44,2543,56.7,0
2021,Cease, Dylan,Dylan Cease,656302,White Sox,CWS,85.8,SL,656302SL,Slider,38.3,9,7.1,55,2917,38.2,0
2021,Keller, Brad,Brad Keller,641745,Royals,KC,86.1,SL,641745SL,Slider,40.6,16,6.1,39,2235,56.5,0
2021,Ray, Robbie,Robbie Ray,592662,Blue Jays,TOR,88.6,SL,592662SL,Slider,27.6,-13,1.1,-70,2301,16.4,0
2021,Singer, Brady,Brady Singer,663903,Royals,KC,85.4,SL,663903SL,Slider,36.7,3,3.9,-33,2767,13,0
2021,Adams, Austin,Austin Adams,613534,Padres,SD,86.8,SL,613534SL,Slider,35.5,4,10,78,2299,37,0
2021,DeSclafani, Anthony,Anthony Desclafani,543101,Giants,SF,88.1,SL,543101SL,Slider,30.2,-6,4.1,0,2142,36,0
2021,Kershaw, Clayton,Clayton Kershaw,477132,Dodgers,LAD,87.2,SL,477132SL,Slider,27.5,-17,4.6,15,2607,17,0
2021,Wheeler, Zack,Zack Wheeler,554430,Phillies,PHI,91.6,SL,554430SL,Slider,26.6,-4,2.3,-21,2614,37,0
2021,Musgrove, Joe,Joe Musgrove,605397,Padres,SD,84,SL,605397SL,Slider,40.5,8,14,162,2412,21.5,0
2021,Alzolay, Adbert,Adbert Alzolay,640470,Cubs,CHC,86,SL,640470SL,Slider,33.7,-3,7.3,57,2612,31.3,0
2021,Márquez, Germán,Germán Márquez,608566,Rockies,COL,86.2,SL,608566SL,Slider,35.1,1,1.5,-64,2422,39.5,0
2021,Wisler, Matt,Matt Wisler,605538,Rays,TB,81.6,SL,605538SL,Slider,41.8,3,9.7,29,2764,51.6,0
2021,Brubaker, JT,Jt Brubaker,664141,Pirates,PIT,87.2,SL,664141SL,Slider,32.9,-2,1.3,-67,2047,27.1,0
2021,Alcantara, Sandy,Sandy Alcantara,645261,Marlins,MIA,90.4,SL,645261SL,Slider,30.1,1,1.3,-151,2507,37.1,0
2021,Senzatela, Antonio,Antonio Senzatela,622608,Rockies,COL,86,SL,622608SL,Slider,34.3,-2,5.1,11,2216,40,0
2021,Maeda, Kenta,Kenta Maeda,628317,Twins,MIN,82.1,SL,628317SL,Slider,35.5,-11,5.2,-31,2515,39.6,0
2021,Lyles, Jordan,Jordan Lyles,543475,Rangers,TEX,83.8,SL,543475SL,Slider,38,1,8.8,45,2777,30.4,0
2021,McCullers Jr., Lance,Lance Mccullers Jr.,621121,Astros,HOU,86,SL,621121SL,Slider,32.2,-9,13.6,106,2788,45.6,0
2021,Wood, Alex,Alex Wood,622072,Giants,SF,84,SL,622072SL,Slider,41.2,8,3.9,-52,2378,30.6,0
2021,Kim, Kwang Hyun,Kwang Hyun Kim,547942,Cardinals,STL,83.5,SL,547942SL,Slider,34.8,-9,5.2,-22,2399,13.3,0
2021,Mize, Casey,Casey Mize,663554,Tigers,DET,86.1,SL,663554SL,Slider,34.7,0,3.7,-33,2361,57.4,0
2021,McClanahan, Shane,Shane Mcclanahan,663556,Rays,TB,89.3,SL,663556SL,Slider,32.1,3,3.8,0,2430,23,0
2021,Kuhl, Chad,Chad Kuhl,641771,Pirates,PIT,88.1,SL,641771SL,Slider,32.1,0,3.6,-13,2611,31,0
2021,Darvish, Yu,Yu Darvish,506433,Padres,SD,81.6,SL,506433SL,Slider,43.1,6,16.2,102,2262,52.1,0
2021,Richards, Garrett,Garrett Richards,572070,Red Sox,BOS,88,SL,572070SL,Slider,37.5,15,3.1,-17,2351,26.4,0
2021,Rodón, Carlos,Carlos Rodón,607074,White Sox,CWS,86,SL,607074SL,Slider,38,9,8.2,86,2286,83.9,0
2021,Minor, Mike,Mike Minor,501985,Royals,KC,85.6,SL,501985SL,Slider,35.1,-1,5.3,9,2723,22.6,0
2021,Snell, Blake,Blake Snell,605483,Padres,SD,86.5,SL,605483SL,Slider,35.5,3,4.3,3,2417,27,0
2021,Pivetta, Nick,Nick Pivetta,601713,Red Sox,BOS,86,SL,601713SL,Slider,35.1,0,5.5,27,2413,33.6,0
2021,Quantrill, Cal,Cal Quantrill,615698,Indians,CLE,88.2,SL,615698SL,Slider,29.7,-8,2.8,-23,2250,36.3,0
2021,Cole, Gerrit,Gerrit Cole,543037,Yankees,NYY,88.4,SL,543037SL,Slider,34.2,7,5.3,38,2243,52.6,0
2021,Stroman, Marcus,Marcus Stroman,573186,Mets,NYM,85.1,SL,573186SL,Slider,36.1,0,11.1,60,2759,49.3,0
2021,Smith, Caleb,Caleb Smith,592761,D-backs,ARI,84.8,SL,592761SL,Slider,31.6,-14,4.2,-20,2735,37.1,0
2021,Skubal, Tarik,Tarik Skubal,669373,Tigers,DET,86.4,SL,669373SL,Slider,32.8,-5,1.8,-57,2196,31.7,0
2021,Castillo, Diego,Diego Castillo,650895,Mariners,SEA,87.2,SL,650895SL,Slider,31.3,-7,1.4,-61,2298,15,0
2021,Scott, Tanner,Tanner Scott,656945,Orioles,BAL,88.5,SL,656945SL,Slider,36.5,14,5.7,40,2383,33,0
2021,Giolito, Lucas,Lucas Giolito,608337,White Sox,CWS,85.6,SL,608337SL,Slider,32.2,-9,2.5,-45,2527,20.4,0
2021,Ross, Joe,Joe Ross,605452,Nationals,WSH,84.6,SL,605452SL,Slider,35.9,-2,3.5,-42,2379,29.1,0
2021,Ynoa, Huascar,Huascar Ynoa,660623,Braves,ATL,85,SL,660623SL,Slider,42,16,2.7,-47,2255,35,0
2021,Romo, Sergio,Sergio Romo,489265,Athletics,OAK,77,SL,489265SL,Slider,38.4,-11,13.6,-9,2173,36.2,0
2021,Peralta, Freddy,Freddy Peralta,642547,Brewers,MIL,80.6,SL,642547SL,Slider,39,-5,14.2,11,2817,60.2,0
2021,Barlow, Scott,Scott Barlow,605130,Royals,KC,85,SL,605130SL,Slider,38.9,7,7.6,20,2413,43.1,0
2021,Montas, Frankie,Frankie Montas,593423,Athletics,OAK,89,SL,593423SL,Slider,29.2,-7,5,61,2195,15.3,0
2021,Kinley, Tyler,Tyler Kinley,641755,Rockies,COL,90.1,SL,641755SL,Slider,27.8,-5,0.6,-78,2961,41.4,0
2021,Webb, Logan,Logan Webb,657277,Giants,SF,82.4,SL,657277SL,Slider,41.9,5,10.5,8,2534,37.2,0
2021,Foltynewicz, Mike,Mike Foltynewicz,592314,Rangers,TEX,83.2,SL,592314SL,Slider,37.4,-3,5.4,-21,2526,25,0
2021,Castillo, Luis,Luis Castillo,622491,Reds,CIN,86.3,SL,622491SL,Slider,36.9,6,0.4,-93,2440,27,0
2021,Scherzer, Max,Max Scherzer,453286,Dodgers,LAD,85.9,SL,453286SL,Slider,32.5,-7,2.9,-49,2276,35.1,0
2021,Fried, Max,Max Fried,608331,Braves,ATL,84.7,SL,608331SL,Slider,37.9,3,9.4,68,2660,35,0
2021,Ottavino, Adam,Adam Ottavino,493603,Red Sox,BOS,80.6,SL,493603SL,Slider,42.9,3,19.1,75,2556,60.9,0
2021,Walker, Taijuan,Taijuan Walker,592836,Mets,NYM,86.1,SL,592836SL,Slider,31.2,-10,4.5,3,2520,37.5,0
2021,Bard, Daniel,Daniel Bard,453268,Rockies,COL,87.1,SL,453268SL,Slider,32.9,-2,9.5,107,2357,61.7,0
2021,Jackson, Luke,Luke Jackson,592426,Braves,ATL,87.5,SL,592426SL,Slider,41.2,25,1.4,-65,2816,43,0
2021,Santana, Ervin,Ervin Santana,429722,Royals,KC,84.3,SL,429722SL,Slider,36.6,-1,4.4,-20,2133,45.9,0
2021,Crowe, Wil,Wil Crowe,640444,Pirates,PIT,85.3,SL,640444SL,Slider,37.8,5,6.5,24,2322,32.3,0
2021,Gallegos, Giovanny,Giovanny Gallegos,606149,Cardinals,STL,85.5,SL,606149SL,Slider,37.2,4,0.3,-94,2550,38.6,0
2021,Chargois, JT,Jt Chargois,608638,Rays,TB,87.4,SL,608638SL,Slider,32.5,-2,0.2,-103,2467,25.6,0
2021,Taillon, Jameson,Jameson Taillon,592791,Yankees,NYY,86.9,SL,592791SL,Slider,29.9,-11,5.4,24,2289,30.2,0
2021,Cessa, Luis,Luis Cessa,570666,Reds,CIN,82.7,SL,570666SL,Slider,42.7,9,3.3,-52,2279,41,0
2021,Sheffield, Justus,Justus Sheffield,656954,Mariners,SEA,81.7,SL,656954SL,Slider,43.4,8,7.4,-11,2628,41.6,0
2021,Kikuchi, Yusei,Yusei Kikuchi,579328,Mariners,SEA,82.6,SL,579328SL,Slider,42.7,8,2.5,-66,2247,31,0
2021,McHugh, Collin,Collin Mchugh,543521,Rays,TB,79.4,SL,543521SL,Slider,44.5,4,18.7,47,2308,59,0
2021,Hembree, Heath,Heath Hembree,592390,Mets,NYM,86.7,SL,592390SL,Slider,28.9,-14,8.3,77,2723,28.2,0
2021,Weathers, Ryan,Ryan Weathers,677960,Padres,SD,86.6,SL,677960SL,Slider,30.9,-10,2.2,-54,2210,31,0
2021,Gomber, Austin,Austin Gomber,596295,Rockies,COL,85.2,SL,596295SL,Slider,34.4,-5,5.3,22,2786,35,0
2021,Plesac, Zach,Zach Plesac,668676,Indians,CLE,87,SL,668676SL,Slider,26.9,-20,0.1,-99,2376,55,0
2021,Pineda, Michael,Michael Pineda,501381,Twins,MIN,81.3,SL,501381SL,Slider,40.9,-1,0.5,-92,2451,29.1,0
2021,Bass, Anthony,Anthony Bass,542914,Marlins,MIA,85.8,SL,542914SL,Slider,40,14,4.4,-12,2207,57.6,0
2021,Gilbert, Logan,Logan Gilbert,669302,Mariners,SEA,83.1,SL,669302SL,Slider,35.7,-7,6.7,-9,2401,35.7,0
2021,Glasnow, Tyler,Tyler Glasnow,607192,Rays,TB,87.5,SL,607192SL,Slider,39.9,18,2.6,-41,2501,42,0
2021,Harvey, Matt,Matt Harvey,518774,Orioles,BAL,86.9,SL,518774SL,Slider,29.8,-12,1.6,-62,2322,32,0
2021,Cishek, Steve,Steve Cishek,518553,Angels,LAA,77.4,SL,518553SL,Slider,50.1,2,16.7,1,2664,46.5,0
2021,Holland, Greg,Greg Holland,518813,Royals,KC,85.5,SL,518813SL,Slider,36.3,2,5,1,2487,25.5,0
2021,Javier, Cristian,Cristian Javier,664299,Astros,HOU,81.2,SL,664299SL,Slider,36.7,-10,10.2,15,2535,39,0
2021,Kittredge, Andrew,Andrew Kittredge,552640,Rays,TB,88.9,SL,552640SL,Slider,33.7,8,7.7,105,2372,26.8,0
2021,Cueto, Johnny,Johnny Cueto,456501,Giants,SF,84.3,SL,456501SL,Slider,32.1,-13,1.4,-78,2274,24.2,0
2021,Manoah, Alek,Alek Manoah,666201,Blue Jays,TOR,81.1,SL,666201SL,Slider,41.6,1,15.6,73,2231,39.1,0
2021,Tepera, Ryan,Ryan Tepera,572193,White Sox,CWS,86.5,SL,572193SL,Slider,32.2,-6,4,-15,2872,19.6,0
2021,Soto, Gregory,Gregory Soto,642397,Tigers,DET,88.3,SL,642397SL,Slider,30.4,-4,2.5,-37,2343,33,0
2021,deGrom, Jacob,Jacob Degrom,594798,Mets,NYM,91.6,SL,594798SL,Slider,28.9,3,4.7,62,2598,31.4,0
2021,Rogers, Tyler,Tyler Rogers,643511,Giants,SF,71.7,SL,643511SL,Slider,40.1,0,13.1,0,2093,68,0
2021,Gibson, Kyle,Kyle Gibson,502043,Phillies,PHI,83.4,SL,502043SL,Slider,40.2,5,5.8,2,2512,31.4,0
2021,Buehler, Walker,Walker Buehler,621111,Dodgers,LAD,85,SL,621111SL,Slider,37,2,14,136,2324,16.3,0
2021,Fulmer, Michael,Michael Fulmer,605242,Tigers,DET,90.9,SL,605242SL,Slider,27.7,-5,5.6,63,2615,40.2,0
2021,Bender, Anthony,Anthony Bender,669622,Marlins,MIA,84.7,SL,669622SL,Slider,40.7,11,9.1,47,2470,22.7,0
2021,Hand, Brad,Brad Hand,543272,Mets,NYM,80.2,SL,543272SL,Slider,45.6,8,16.6,92,2840,30.5,0
2021,Freeland, Kyle,Kyle Freeland,607536,Rockies,COL,85.9,SL,607536SL,Slider,32.1,-8,2.6,-50,2324,34.3,0
2021,Eflin, Zach,Zach Eflin,621107,Phillies,PHI,87.6,SL,621107SL,Slider,26.4,-19,1.9,-56,2252,23,0
2021,Fry, Paul,Paul Fry,643316,Orioles,BAL,85.1,SL,643316SL,Slider,41.5,14,13.1,80,2741,48.2,0
2021,Arrieta, Jake,Jake Arrieta,453562,Padres,SD,88.2,SL,453562SL,Slider,28.3,-12,3.5,2,2277,56,0
2021,Gutierrez, Vladimir,Vladimir Gutierrez,661269,Reds,CIN,83.2,SL,661269SL,Slider,37.5,-3,9.6,24,2741,28.7,0
2021,Howard, Sam,Sam Howard,607572,Pirates,PIT,85,SL,607572SL,Slider,32,-12,2.1,-60,2663,45,0
2021,Smith, Will,Will Smith,519293,Braves,ATL,82.2,SL,519293SL,Slider,37,-7,5.7,6,2324,23,0
2021,Happ, J.A.,J.A. Happ,457918,Cardinals,STL,83,SL,457918SL,Slider,36.1,-7,2.4,-60,2299,23.8,0
2021,Bieber, Shane,Shane Bieber,669456,Indians,CLE,85.9,SL,669456SL,Slider,35.5,1,2.1,-61,2179,44.9,0
2021,González, Chi Chi,Chi Chi González,592346,Rockies,COL,85.7,SL,592346SL,Slider,34,-4,3.4,-30,2232,24.9,0
2021,Ohtani, Shohei,Shohei Ohtani,660271,Angels,LAA,81.8,SL,660271SL,Slider,38.5,-5,16.4,119,2845,58,0
2021,Castro, Miguel,Miguel Castro,612434,Mets,NYM,85.7,SL,612434SL,Slider,36.6,2,11.2,68,1946,46.5,0
2021,Greinke, Zack,Zack Greinke,425844,Astros,HOU,83.5,SL,425844SL,Slider,36.1,-5,7.9,41,2525,26,0
2021,Sewald, Paul,Paul Sewald,623149,Mariners,SEA,81.7,SL,623149SL,Slider,35.1,-12,13.2,34,2446,33.9,0
2021,Flaherty, Jack,Jack Flaherty,656427,Cardinals,STL,83.7,SL,656427SL,Slider,34.6,-8,7.4,3,2295,29.8,0
2021,Keller, Mitch,Mitch Keller,656605,Pirates,PIT,86.2,SL,656605SL,Slider,36,4,3.3,-22,2373,26,0
2021,Stephan, Trevor,Trevor Stephan,663986,Indians,CLE,83.6,SL,663986SL,Slider,37.6,-1,10.6,58,2725,80,0
2021,Strickland, Hunter,Hunter Strickland,519326,Brewers,MIL,83.8,SL,519326SL,Slider,39.6,5,9.8,63,2368,43.2,0
2021,Ureña, José,José Ureña,570632,Tigers,DET,85.2,SL,570632SL,Slider,31.7,-12,2.2,-58,2267,30.5,0
2021,Garrett, Amir,Amir Garrett,607237,Reds,CIN,85.1,SL,607237SL,Slider,35.4,-1,1.2,-78,2836,31.5,0
2021,McGowin, Kyle,Kyle Mcgowin,641851,Nationals,WSH,81.1,SL,641851SL,Slider,41.8,1,9.8,34,2667,39.5,0
2021,Miller, Andrew,Andrew Miller,453192,Cardinals,STL,78.1,SL,453192SL,Slider,44.1,2,13.3,-8,2326,13.3,0
2021,Lamet, Dinelson,Dinelson Lamet,659275,Padres,SD,86.3,SL,659275SL,Slider,32.4,-6,1,-77,2446,27.2,0
2021,Eovaldi, Nathan,Nathan Eovaldi,543135,Red Sox,BOS,86,SL,543135SL,Slider,34.9,0,5.9,18,2571,40,0
2021,Taylor, Josh,Josh Taylor,657031,Red Sox,BOS,87.2,SL,657031SL,Slider,31.6,-5,5.2,16,2485,28.5,0
2021,Dunning, Dane,Dane Dunning,641540,Rangers,TEX,79.7,SL,641540SL,Slider,48.3,12,4.2,-61,2072,47.4,0
2021,Rogers, Taylor,Taylor Rogers,573124,Twins,MIN,84,SL,573124SL,Slider,35.7,-4,10.5,57,2550,43,0
2021,Díaz, Edwin,Edwin Díaz,621242,Mets,NYM,90.7,SL,621242SL,Slider,27.3,-3,1.1,-54,2655,18.5,0
